,name,address,locality,phone_number
854,Accurate Signings,Valleywide,"Scottsdale, AZ 85254",(602) 799-1873
855,Premises Properties,1599 E Orangewood Ave,"Phoenix, AZ 85020",(602) 944-1177
856,Jerry Oliver/Western Traditions Realty Inc.,1334 E Chandler Blvd Ste 5-B72,"Phoenix, AZ 85048",(602) 547-1155
857,Plaza Squaw Peak,7600 N 16th St,"Phoenix, AZ 85020",(602) 371-3881
858,Aam,7600 N 16th St,"Phoenix, AZ 85020",(602) 954-9252
859,Mountain View Villas,9230 N 26th St Unit 109,"Phoenix, AZ 85028",(602) 788-2060
860,Southwest Property Ventures,7720 N 16th St,"Phoenix, AZ 85020",(602) 997-8500
861,Parkway Properties,7740 N 16th St Ste 155,"Phoenix, AZ 85020",(602) 997-5410
862,Virtua Partners,7600 N 15th St,"Phoenix, AZ 85020",(619) 764-9633
863,Paradise Executive,7901 N 16th St,"Phoenix, AZ 85020",(602) 535-5711
864,S W Management,7901 N 16th St,"Phoenix, AZ 85020",(602) 354-3115
865,Las Palomas Resales Inc,1600 E Northern Ave # 270,"Phoenix, AZ 85020",(480) 948-9000
866,Ventana,1333 E Morten Ave,"Phoenix, AZ 85020",(602) 906-4020
867,Three Amigos Property Management,7800 N 14th St,"Phoenix, AZ 85020",(602) 997-0123
868,Villas at Northern Heights,8105 N 13th Way,"Phoenix, AZ 85020",(602) 943-5780
869,Adobe Valley,Valleywide,"Phoenix, AZ 85020",(602) 430-6134
